analysis_id,scheme,n_replicates,n_finite,bootstrap_mean,ci_low,ci_high,ci_estimable
risk__native_seed3409__official_combined_confidence__pca10_pearson_accuracy__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_pearson_accuracy__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_cosine_accuracy__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_cosine_accuracy__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_direction_accuracy__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_direction_accuracy__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_negative_rmse__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_negative_rmse__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_pearson_accuracy__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_pearson_accuracy__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_cosine_accuracy__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_cosine_accuracy__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_direction_accuracy__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_direction_accuracy__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_negative_rmse__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_negative_rmse__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_official,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_official,component_gene_cluster,10000,0,,,,False
