predictor,family,seed,condition,centroid_accuracy,nearest_centroid_hit,distance_metric,ties,n_competing_truth_centroids,official_systema_definition
matching_single_mean,baseline,,FLI1+MED24,0.8723404255319149,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,FLI1+RING1,0.7659574468085106,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,FLI1+SMARCD1,0.9787234042553191,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,GATA2+GFI1,0.8723404255319149,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,GATA2+IKZF1,0.9361702127659575,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,GATA2+KDM1A,0.8936170212765957,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,GATA2+RCOR1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,GFI1+GSE1,0.851063829787234,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,GFI1+INTS1,0.7872340425531915,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,GFI1+RCOR1,0.8936170212765957,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,GSE1+INTS1,0.851063829787234,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,GSE1+KDM1A,0.9361702127659575,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,GSE1+MED24,0.7021276595744681,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,GSE1+SSRP1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,HDAC3+SMARCD1,0.8297872340425532,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,HDAC3+SSRP1,0.9148936170212766,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,IKZF1+INTS1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,IKZF1+KDM1A,0.7872340425531915,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,IKZF1+MED24,0.7446808510638298,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,IKZF1+SMARCD1,0.9361702127659575,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,INTS1+KDM1A,0.7021276595744681,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,INTS1+RING1,0.9787234042553191,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,INTS1+SSRP1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,KDM1A+MED24,0.6808510638297872,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,KDM1A+SMARCD1,0.9574468085106383,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,MED13L+MED14,0.723404255319149,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,MED13L+MED22,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,MED13L+MED24,0.7446808510638298,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,MED14+MED19,0.48936170212765956,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,MED16+MED19,0.5531914893617021,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,MED16+MED22,0.8936170212765957,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,MED24+RCOR1,0.851063829787234,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,RCOR1+SMARCD1,0.9148936170212766,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,RING1+SMARCD1,0.9787234042553191,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
matching_single_mean,baseline,,SSRP1+SUPT6H,0.7872340425531915,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,DOT1L+GATA2,0.9787234042553191,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,DOT1L+HDAC3,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,DOT1L+KDM1A,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,DOT1L+MED24,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,DOT1L+RCOR1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,DOT1L+RING1,0.8085106382978723,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,DOT1L+SMARCD1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,EP300+IKZF1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,EP300+MYB,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,FLI1+GSE1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,FLI1+HDAC3,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,FLI1+IKZF1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,FLI1+INTS1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,FLI1+MED24,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,FLI1+RING1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,FLI1+SMARCD1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,GATA2+GFI1,0.9361702127659575,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,GATA2+IKZF1,0.9148936170212766,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,GATA2+KDM1A,0.9787234042553191,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,GATA2+RCOR1,0.9574468085106383,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,GFI1+GSE1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,GFI1+INTS1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,GFI1+RCOR1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,GSE1+INTS1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,GSE1+KDM1A,0.9361702127659575,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,GSE1+MED24,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,GSE1+SSRP1,0.9361702127659575,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,HDAC3+SMARCD1,0.9574468085106383,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,HDAC3+SSRP1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,IKZF1+INTS1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,IKZF1+KDM1A,0.9574468085106383,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,IKZF1+MED24,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,IKZF1+SMARCD1,0.9574468085106383,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,INTS1+KDM1A,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,INTS1+RING1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,INTS1+SSRP1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,KDM1A+MED24,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,KDM1A+SMARCD1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,MED13L+MED14,0.9787234042553191,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,MED13L+MED22,0.851063829787234,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,MED13L+MED24,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,MED14+MED19,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,MED16+MED19,0.9574468085106383,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,MED16+MED22,0.9361702127659575,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,MED24+RCOR1,0.9787234042553191,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,RCOR1+SMARCD1,0.9787234042553191,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,RING1+SMARCD1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
single_additive,baseline,,SSRP1+SUPT6H,0.9574468085106383,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,DOT1L+GATA2,0.8936170212765957,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,DOT1L+HDAC3,0.7659574468085106,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,DOT1L+KDM1A,0.06382978723404255,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,DOT1L+MED24,0.2978723404255319,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,DOT1L+RCOR1,0.9361702127659575,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,DOT1L+RING1,0.7872340425531915,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,DOT1L+SMARCD1,0.6808510638297872,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,EP300+IKZF1,0.6170212765957447,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,EP300+MYB,0.02127659574468085,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,FLI1+GSE1,0.3829787234042553,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,FLI1+HDAC3,0.5319148936170213,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,FLI1+IKZF1,0.5531914893617021,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,FLI1+INTS1,0.7021276595744681,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,FLI1+MED24,0.1276595744680851,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,FLI1+RING1,0.5957446808510638,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,FLI1+SMARCD1,0.574468085106383,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,GATA2+GFI1,0.40425531914893614,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,GATA2+IKZF1,0.9148936170212766,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,GATA2+KDM1A,0.3191489361702128,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,GATA2+RCOR1,0.9574468085106383,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,GFI1+GSE1,0.1702127659574468,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,GFI1+INTS1,0.46808510638297873,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,GFI1+RCOR1,0.5106382978723404,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,GSE1+INTS1,0.6382978723404256,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,GSE1+KDM1A,0.2765957446808511,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,GSE1+MED24,0.14893617021276595,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,GSE1+SSRP1,0.6595744680851063,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,HDAC3+SMARCD1,0.7446808510638298,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,HDAC3+SSRP1,0.723404255319149,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,IKZF1+INTS1,1.0,1.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,IKZF1+KDM1A,0.3404255319148936,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,IKZF1+MED24,0.23404255319148937,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,IKZF1+SMARCD1,0.8085106382978723,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,INTS1+KDM1A,0.2553191489361702,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,INTS1+RING1,0.8723404255319149,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,INTS1+SSRP1,0.9787234042553191,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,KDM1A+MED24,0.0425531914893617,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,KDM1A+SMARCD1,0.3617021276595745,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,MED13L+MED14,0.0851063829787234,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,MED13L+MED22,0.44680851063829785,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,MED13L+MED24,0.10638297872340426,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,MED14+MED19,0.0,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,MED16+MED19,0.2127659574468085,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,MED16+MED22,0.19148936170212766,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,MED24+RCOR1,0.425531914893617,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,RCOR1+SMARCD1,0.8297872340425532,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,RING1+SMARCD1,0.851063829787234,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3407,prescribe_main,3407.0,SSRP1+SUPT6H,0.48936170212765956,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,DOT1L+GATA2,0.8936170212765957,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,DOT1L+HDAC3,0.7659574468085106,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,DOT1L+KDM1A,0.06382978723404255,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,DOT1L+MED24,0.2978723404255319,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,DOT1L+RCOR1,0.9361702127659575,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,DOT1L+RING1,0.7872340425531915,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,DOT1L+SMARCD1,0.6808510638297872,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,EP300+IKZF1,0.6170212765957447,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,EP300+MYB,0.02127659574468085,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,FLI1+GSE1,0.3829787234042553,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,FLI1+HDAC3,0.5319148936170213,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,FLI1+IKZF1,0.5531914893617021,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,FLI1+INTS1,0.7021276595744681,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,FLI1+MED24,0.1276595744680851,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,FLI1+RING1,0.5957446808510638,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,FLI1+SMARCD1,0.574468085106383,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,GATA2+GFI1,0.40425531914893614,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,GATA2+IKZF1,0.9148936170212766,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,GATA2+KDM1A,0.3191489361702128,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,GATA2+RCOR1,0.9574468085106383,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,GFI1+GSE1,0.1702127659574468,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,GFI1+INTS1,0.46808510638297873,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,GFI1+RCOR1,0.5106382978723404,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,GSE1+INTS1,0.6382978723404256,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,GSE1+KDM1A,0.2765957446808511,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,GSE1+MED24,0.14893617021276595,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,GSE1+SSRP1,0.6595744680851063,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
prescribe_seed3408,prescribe_sensitivity,3408.0,HDAC3+SMARCD1,0.7446808510638298,0.0,euclidean_selected_gene_post_profile,miss,47,fraction_of_other_truth_centroids_strictly_farther_than_correct
